state,district,gfsm_susceptibility_score,gfsm_dominant_class,gfsm_high_susceptibility_pct,gfsm_very_high_susceptibility_pct,gfsm_class_1_pct,gfsm_class_2_pct,gfsm_class_3_pct,gfsm_class_4_pct,gfsm_class_5_pct
MADHYA PRADESH,SHEOPUR,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
MADHYA PRADESH,SHIVPURI,2.4,3,6.67,0.0,20.0,26.67,46.67,6.67,0.0
MADHYA PRADESH,SIDHI,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
MADHYA PRADESH,SINGRAULI,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
MADHYA PRADESH,TIKAMGARH,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
MADHYA PRADESH,UJJAIN,4.3,5,80.0,50.0,0.0,0.0,20.0,30.0,50.0
MADHYA PRADESH,UMARIA,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
MADHYA PRADESH,VIDESHA,1.04,1,0.0,0.0,96.0,4.0,0.0,0.0,0.0
MAHARASHTRA,AHMADNAGAR,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
MAHARASHTRA,AKOLA,4.0,4,100.0,0.0,0.0,0.0,0.0,100.0,0.0
MAHARASHTRA,AMARAVATI,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
MAHARASHTRA,BHANDARA,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
MAHARASHTRA,BID,1.24,1,0.0,0.0,80.0,16.0,4.0,0.0,0.0
MAHARASHTRA,BULDHANA,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
MAHARASHTRA,CHANDRAPUR,2.6,4,36.0,0.0,32.0,12.0,20.0,36.0,0.0
MAHARASHTRA,CHHATRAPATI SAMBHAJINAGAR,1.12,1,0.0,0.0,88.0,12.0,0.0,0.0,0.0
MAHARASHTRA,DHARASHIV,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
MAHARASHTRA,DHULE,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
MAHARASHTRA,GADCHIROLI,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
MAHARASHTRA,GONDIYA,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
MAHARASHTRA,HINGOLI,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
MAHARASHTRA,JALGAON,1.04,1,0.0,0.0,96.0,4.0,0.0,0.0,0.0
MAHARASHTRA,JALNA,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
MAHARASHTRA,KOLHAPUR,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
MAHARASHTRA,LATUR,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
MAHARASHTRA,MUMBAI CITY,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
MAHARASHTRA,NAGPUR,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
MAHARASHTRA,NANDED,2.28,1,24.0,8.0,36.0,32.0,8.0,16.0,8.0
MAHARASHTRA,NANDURBAR,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
MAHARASHTRA,NASIK,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
MAHARASHTRA,PALGHAR,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
MAHARASHTRA,PARBHANI,5.0,5,100.0,100.0,0.0,0.0,0.0,0.0,100.0
MAHARASHTRA,PUNE,4.8,5,100.0,80.0,0.0,0.0,0.0,20.0,80.0
MAHARASHTRA,RAIGAD,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
MAHARASHTRA,RATNAGIRI,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
MAHARASHTRA,SANGLI,3.4,3,44.0,20.0,0.0,24.0,32.0,24.0,20.0
MAHARASHTRA,SATARA,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
MAHARASHTRA,SINDHUDURG,3.76,4,68.0,16.0,0.0,8.0,24.0,52.0,16.0
MAHARASHTRA,SOLAPUR,1.12,1,0.0,0.0,88.0,12.0,0.0,0.0,0.0
MAHARASHTRA,SUBURBAN MUMBAI,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
MAHARASHTRA,THANE,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
MAHARASHTRA,WARDHA,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
MAHARASHTRA,WASHIM,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
MAHARASHTRA,YAVATMAL,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
MANIPUR,BISHNUPUR,3.6,4,60.0,0.0,0.0,0.0,40.0,60.0,0.0
MANIPUR,CHANDEL,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
MANIPUR,CHURACHANDPUR,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
MANIPUR,IMPHAL EAST,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
MANIPUR,IMPHAL WEST,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
MANIPUR,SENAPATI,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
MANIPUR,TAMENGLONG,2.4,1,36.0,0.0,48.0,0.0,16.0,36.0,0.0
MANIPUR,THOUBAL,2.72,3,24.0,4.0,20.0,16.0,40.0,20.0,4.0
MANIPUR,UKHRUL,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
MEGHALAYA,EAST GARO HILLS,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
MEGHALAYA,EAST JAINTIA HILLS,1.3,1,0.0,0.0,70.0,30.0,0.0,0.0,0.0
MEGHALAYA,EAST KHASI HILLS,2.0,2,0.0,0.0,0.0,100.0,0.0,0.0,0.0
MEGHALAYA,NORTH GARO HILLS,4.4,5,84.0,60.0,0.0,4.0,12.0,24.0,60.0
MEGHALAYA,RI BHOI,4.87,5,100.0,86.67,0.0,0.0,0.0,13.33,86.67
MEGHALAYA,SOUTH GARO HILLS,2.32,1,32.0,12.0,52.0,8.0,8.0,20.0,12.0
MEGHALAYA,SOUTH WEST GARO HILLS,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
MEGHALAYA,SOUTH WEST KHASI HILLS,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
MEGHALAYA,WEST GARO HILLS,5.0,5,100.0,100.0,0.0,0.0,0.0,0.0,100.0
MEGHALAYA,WEST JAINTIA HILLS,4.48,5,92.0,64.0,0.0,8.0,0.0,28.0,64.0
MEGHALAYA,WEST KHASI HILLS,1.92,2,0.0,0.0,28.0,52.0,20.0,0.0,0.0
MIZORAM,AIZAWL,5.0,5,100.0,100.0,0.0,0.0,0.0,0.0,100.0
MIZORAM,CHAMPHAI,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
MIZORAM,KOLASIB,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
MIZORAM,LAWNGTLAI,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
MIZORAM,LUNGLEI,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
MIZORAM,MAMIT,4.68,5,92.0,80.0,0.0,4.0,4.0,12.0,80.0
MIZORAM,SAIHA,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
MIZORAM,SERCHHIP,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
NAGALAND,DIMAPUR,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
NAGALAND,KIPHIRE,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
NAGALAND,KOHIMA,5.0,5,100.0,100.0,0.0,0.0,0.0,0.0,100.0
NAGALAND,LONGLENG,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
NAGALAND,MOKOKCHUNG,2.88,4,36.0,0.0,8.0,32.0,24.0,36.0,0.0
NAGALAND,MON,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
NAGALAND,PEREN,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
NAGALAND,PHEK,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
NAGALAND,TUENSANG,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
NAGALAND,WOKHA,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
NAGALAND,ZUNHEBOTO,4.8,5,100.0,80.0,0.0,0.0,0.0,20.0,80.0
NCT of DELHI,CENTRAL DELHI,4.2,4,86.67,40.0,0.0,6.67,6.67,46.67,40.0
NCT of DELHI,EAST DELHI,4.8,5,100.0,80.0,0.0,0.0,0.0,20.0,80.0
NCT of DELHI,NEW DELHI,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
NCT of DELHI,NORTH DELHI,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
NCT of DELHI,NORTH EAST DELHI,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
NCT of DELHI,NORTH WEST DELHI,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
NCT of DELHI,SOUTH DELHI,4.6,5,88.0,76.0,0.0,4.0,8.0,12.0,76.0
NCT of DELHI,SOUTH EAST DELHI,1.12,1,0.0,0.0,88.0,12.0,0.0,0.0,0.0
NCT of DELHI,SOUTH WEST DELHI,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
NCT of DELHI,WEST DELHI,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
ODISHA,ANUGUL,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
ODISHA,BALANGIR,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
ODISHA,BALESHWAR,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
ODISHA,BARAGARH,2.5,1,50.0,0.0,50.0,0.0,0.0,50.0,0.0
ODISHA,BAUDA,5.0,5,100.0,100.0,0.0,0.0,0.0,0.0,100.0
ODISHA,BHADRAK,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
ODISHA,CUTTACK,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
ODISHA,DEOGARH,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
ODISHA,DHENKANAL,2.0,2,0.0,0.0,0.0,100.0,0.0,0.0,0.0
ODISHA,GAJAPATHI,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
ODISHA,GANJAM,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
ODISHA,JAGATSINGHAPUR,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
ODISHA,JAJAPUR,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
ODISHA,JHARSUGUDA,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
ODISHA,KALAHANDI,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
ODISHA,KANDHAMAL,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
ODISHA,KENDRAPARHA,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
ODISHA,KENDUJHAR,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
ODISHA,KHORDHA,5.0,5,100.0,100.0,0.0,0.0,0.0,0.0,100.0
ODISHA,KORAPUT,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
ODISHA,MALKANGIRI,1.4,1,0.0,0.0,60.0,40.0,0.0,0.0,0.0
ODISHA,MAYURBHANJ,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
ODISHA,NABARANGAPUR,1.64,2,0.0,0.0,44.0,48.0,8.0,0.0,0.0
ODISHA,NAYAGARH,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
ODISHA,NUAPARHA,5.0,5,100.0,100.0,0.0,0.0,0.0,0.0,100.0
ODISHA,PURI,2.84,2,28.0,4.0,4.0,40.0,28.0,24.0,4.0
ODISHA,RAYAGARHA,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
ODISHA,SAMBALPUR,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
ODISHA,SUBARNAPUR,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
ODISHA,SUNDARGARH,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
PUDUCHERRY,KARAIKAL,2.0,2,0.0,0.0,0.0,100.0,0.0,0.0,0.0
PUDUCHERRY,MAHE,2.0,2,0.0,0.0,0.0,100.0,0.0,0.0,0.0
PUDUCHERRY,PUDUCHERY,2.0,2,0.0,0.0,0.0,100.0,0.0,0.0,0.0
PUDUCHERRY,YANAM,2.0,2,0.0,0.0,0.0,100.0,0.0,0.0,0.0
PUNJAB,AMRITSAR,4.56,5,88.0,68.0,0.0,0.0,12.0,20.0,68.0
PUNJAB,BARNALA,3.32,4,48.0,8.0,0.0,24.0,28.0,40.0,8.0
PUNJAB,BATHINDA,4.27,4,93.33,40.0,0.0,6.67,0.0,53.33,40.0
PUNJAB,FARIDKOT,2.32,3,0.0,0.0,16.0,36.0,48.0,0.0,0.0
PUNJAB,FATEHGARH SAHIB,3.36,3,44.0,0.0,0.0,8.0,48.0,44.0,0.0
PUNJAB,FAZILKA,4.16,4,84.0,40.0,0.0,8.0,8.0,44.0,40.0
PUNJAB,FIROZPUR,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
PUNJAB,GURDASPUR,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
PUNJAB,HOSHIARPUR,1.04,1,0.0,0.0,96.0,4.0,0.0,0.0,0.0
PUNJAB,JALANDHAR,2.0,1,20.0,0.0,53.33,13.33,13.33,20.0,0.0
PUNJAB,KAPURTHALA,3.48,4,56.0,4.0,0.0,12.0,32.0,52.0,4.0
PUNJAB,LUDHIANA,2.4,2,12.0,0.0,12.0,48.0,28.0,12.0,0.0
PUNJAB,MANSA,2.72,3,8.0,8.0,0.0,44.0,48.0,0.0,8.0
PUNJAB,MOGA,2.04,1,8.0,0.0,40.0,24.0,28.0,8.0,0.0
PUNJAB,MUKTSAR,3.68,4,68.0,4.0,0.0,4.0,28.0,64.0,4.0
PUNJAB,PATHANKOT,2.84,2,32.0,0.0,8.0,32.0,28.0,32.0,0.0
PUNJAB,PATIALA,3.13,4,66.66,13.33,33.33,0.0,0.0,53.33,13.33
PUNJAB,RUPNAGAR,4.4,4,100.0,40.0,0.0,0.0,0.0,60.0,40.0
PUNJAB,SANGRUR,2.56,3,4.0,0.0,8.0,32.0,56.0,4.0,0.0
PUNJAB,SAS NAGAR,1.24,1,0.0,0.0,76.0,24.0,0.0,0.0,0.0
PUNJAB,SBS NAGAR,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
PUNJAB,TARN TARAN,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
RAJASTHAN,AJMER,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
RAJASTHAN,ALWAR,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
RAJASTHAN,BANSWARA,5.0,5,100.0,100.0,0.0,0.0,0.0,0.0,100.0
RAJASTHAN,BARAN,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
RAJASTHAN,BARMER,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
RAJASTHAN,BHARATPUR,1.04,1,0.0,0.0,96.0,4.0,0.0,0.0,0.0
RAJASTHAN,BHILWARA,1.44,1,0.0,0.0,60.0,36.0,4.0,0.0,0.0
RAJASTHAN,BIKANER,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
RAJASTHAN,BUNDI,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
RAJASTHAN,CHITTAURGARH,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
RAJASTHAN,CHURU,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
RAJASTHAN,DAUSA,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
RAJASTHAN,DHOLPUR,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
RAJASTHAN,DUNGARPUR,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
RAJASTHAN,GANGANAGAR,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
RAJASTHAN,HANUMANGARH,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
RAJASTHAN,JAIPUR,1.08,1,0.0,0.0,92.0,8.0,0.0,0.0,0.0
RAJASTHAN,JAISELMER,1.04,1,0.0,0.0,96.0,4.0,0.0,0.0,0.0
RAJASTHAN,JALOR,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
RAJASTHAN,JHALAWAR,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
RAJASTHAN,JHUNJHUNUN,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
RAJASTHAN,JODHPUR,1.04,1,0.0,0.0,96.0,4.0,0.0,0.0,0.0
RAJASTHAN,KARAULI,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
RAJASTHAN,KOTA,1.44,1,0.0,0.0,64.0,28.0,8.0,0.0,0.0
RAJASTHAN,NAGAUR,2.12,2,0.0,0.0,16.0,56.0,28.0,0.0,0.0
RAJASTHAN,PALI,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
RAJASTHAN,PRATAAPGARH,2.16,2,4.0,0.0,20.0,48.0,28.0,4.0,0.0
RAJASTHAN,RAJSMAND,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
RAJASTHAN,SIKAR,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
RAJASTHAN,SIROHI,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
RAJASTHAN,SWAIMADHOPUR,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
RAJASTHAN,TONK,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
RAJASTHAN,UDAIPUR,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
SIKKIM,PAKYONG,1.16,1,0.0,0.0,84.0,16.0,0.0,0.0,0.0
SIKKIM,SORENG,1.87,1,0.0,0.0,46.67,20.0,33.33,0.0,0.0
TAMIL NADU,ARIYALUR,5.0,5,100.0,100.0,0.0,0.0,0.0,0.0,100.0
TAMIL NADU,CHENGALPATTU,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
TAMIL NADU,CHENNAI,3.75,4,75.0,0.0,0.0,0.0,25.0,75.0,0.0
TAMIL NADU,COIMBATORE,5.0,5,100.0,100.0,0.0,0.0,0.0,0.0,100.0
TAMIL NADU,CUDDALORE,4.56,5,92.0,68.0,0.0,4.0,4.0,24.0,68.0
TAMIL NADU,DHARAMPURI,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
TAMIL NADU,DINDIGUL,2.0,2,0.0,0.0,25.0,50.0,25.0,0.0,0.0
TAMIL NADU,ERODE,4.24,5,80.0,48.0,0.0,4.0,16.0,32.0,48.0
TAMIL NADU,KALLAKURICHI,4.72,5,100.0,72.0,0.0,0.0,0.0,28.0,72.0
TAMIL NADU,KANCHIPURAM,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
TAMIL NADU,KANYAKUMARI,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
TAMIL NADU,KARUR,4.84,5,96.0,88.0,0.0,0.0,4.0,8.0,88.0
TAMIL NADU,KRISHNAGIRI,1.04,1,0.0,0.0,96.0,4.0,0.0,0.0,0.0
TAMIL NADU,MADURAI,3.64,4,64.0,24.0,0.0,24.0,12.0,40.0,24.0
TAMIL NADU,NAGAPATTINAM,4.96,5,100.0,95.83,0.0,0.0,0.0,4.17,95.83
TAMIL NADU,NAMAKKAL,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
TAMIL NADU,NILGIRI,2.28,2,8.0,0.0,12.0,56.0,24.0,8.0,0.0
TAMIL NADU,PERAMBALUR,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
TAMIL NADU,PUDUKKOTTAI,4.32,4,88.0,44.0,0.0,0.0,12.0,44.0,44.0
TAMIL NADU,RAMANATHAPURAM,3.48,5,47.62,33.33,4.76,23.81,23.81,14.29,33.33
TAMIL NADU,RANIPET,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
TAMIL NADU,SALEM,5.0,5,100.0,100.0,0.0,0.0,0.0,0.0,100.0
TAMIL NADU,SIVAGANGA,1.12,1,0.0,0.0,88.0,12.0,0.0,0.0,0.0
TAMIL NADU,TENI,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
TAMIL NADU,TENKASI,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
TAMIL NADU,THANJAVUR,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
TAMIL NADU,THIRUVARUR,3.6,3,52.0,20.0,0.0,12.0,36.0,32.0,20.0
TAMIL NADU,TIRUCHIRAPPALLI,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
TAMIL NADU,TIRUNELVELI,4.12,5,76.0,44.0,0.0,8.0,16.0,32.0,44.0
TAMIL NADU,TIRUPATTUR,3.8,5,60.0,36.0,4.0,8.0,28.0,24.0,36.0
TAMIL NADU,TIRUPPUR,2.0,2,0.0,0.0,0.0,100.0,0.0,0.0,0.0
TAMIL NADU,TIRUVALLUR,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
TAMIL NADU,TIRUVANNAMALAI,2.16,2,12.0,0.0,28.0,40.0,20.0,12.0,0.0
TAMIL NADU,TUTICORIN,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
TAMIL NADU,VELLORE,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
TAMIL NADU,VILLUPURAM,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
TAMIL NADU,VIRUDHUNAGAR,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
TAMILNADU,MAYILADUTHURAI,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
TELANGANA,ADILABAD,2.88,3,24.0,4.0,4.0,32.0,40.0,20.0,4.0
TELANGANA,B. KOTHAGUDEM,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
TELANGANA,HANUMAKONDA,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
TELANGANA,HYDERABAD,4.96,5,100.0,95.65,0.0,0.0,0.0,4.35,95.65
TELANGANA,J. BHUPALPALLY,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
TELANGANA,JAGTIAL,1.6,1,0.0,0.0,60.0,20.0,20.0,0.0,0.0
TELANGANA,JANGAON,3.48,4,52.0,4.0,0.0,8.0,40.0,48.0,4.0
TELANGANA,JOGULAMBA GADWAL,3.83,4,66.66,33.33,0.0,16.67,16.67,33.33,33.33
TELANGANA,KAMAREDDY,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
TELANGANA,KARIMNAGAR,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
TELANGANA,KHAMMAM,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
TELANGANA,KUMARAM BHEEM,4.92,5,100.0,92.0,0.0,0.0,0.0,8.0,92.0
TELANGANA,M. MALKAJGIRI,1.44,1,0.0,0.0,64.0,28.0,8.0,0.0,0.0
TELANGANA,MAHABUBABAD,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
TELANGANA,MAHABUBNAGAR,1.36,1,0.0,0.0,72.0,20.0,8.0,0.0,0.0
TELANGANA,MANCHERIAL,4.92,5,100.0,92.0,0.0,0.0,0.0,8.0,92.0
TELANGANA,MEDAK,1.1,1,0.0,0.0,90.0,10.0,0.0,0.0,0.0
TELANGANA,MULUGU,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
TELANGANA,NAGARKURNOOL,1.92,1,16.0,4.0,52.0,24.0,8.0,12.0,4.0
TELANGANA,NALGONDA,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
TELANGANA,NARAYANPET,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
TELANGANA,NIRMAL,3.2,4,44.0,0.0,0.0,24.0,32.0,44.0,0.0
TELANGANA,NIZAMABAD,2.72,2,20.0,0.0,4.0,40.0,36.0,20.0,0.0
TELANGANA,PEDDAPALLE,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
TELANGANA,RAJANNA SIRCILLA,2.0,1,10.0,0.0,50.0,10.0,30.0,10.0,0.0
TELANGANA,RANGAREDDY,4.52,5,88.0,64.0,0.0,0.0,12.0,24.0,64.0
TELANGANA,SANGAREDDY,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
TELANGANA,SIDDIPET,3.5,5,60.0,40.0,10.0,30.0,0.0,20.0,40.0
TELANGANA,SURYAPET,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
TELANGANA,VIKARABAD,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
TELANGANA,WANAPARTHY,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
TELANGANA,WARANGAL,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
TELANGANA,Y. BHUVANAGIRI,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
TRIPURA,DHALAI,1.48,1,0.0,0.0,64.0,24.0,12.0,0.0,0.0
TRIPURA,GOMATI,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
TRIPURA,KHOWAI,2.04,2,0.0,0.0,16.0,64.0,20.0,0.0,0.0
TRIPURA,NORTH TRIPURA,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
TRIPURA,SIPAHIJALA,3.48,3,48.0,24.0,8.0,8.0,36.0,24.0,24.0
TRIPURA,SOUTH TRIPURA,2.08,2,0.0,0.0,24.0,44.0,32.0,0.0,0.0
TRIPURA,UNAKOTI,4.88,5,100.0,87.5,0.0,0.0,0.0,12.5,87.5
TRIPURA,WEST TRIPURA,1.4,1,4.0,0.0,68.0,28.0,0.0,4.0,0.0
UTTAR PRADESH,AGRA,1.52,1,0.0,0.0,52.0,44.0,4.0,0.0,0.0
UTTAR PRADESH,ALIGARH,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
UTTAR PRADESH,AMBEDKARNAGAR,1.52,1,8.0,0.0,68.0,20.0,4.0,8.0,0.0
UTTAR PRADESH,AMETHI,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
UTTAR PRADESH,AMROHA,1.72,1,0.0,0.0,48.0,32.0,20.0,0.0,0.0
UTTAR PRADESH,AURAIYA,3.0,3,28.0,0.0,0.0,28.0,44.0,28.0,0.0
UTTAR PRADESH,AYODHYA,4.72,5,100.0,72.0,0.0,0.0,0.0,28.0,72.0
UTTAR PRADESH,AZAMGARH,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
UTTAR PRADESH,BADAUN,2.1,3,0.0,0.0,40.0,10.0,50.0,0.0,0.0
UTTAR PRADESH,BAGHPAT,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
UTTAR PRADESH,BAHRAICH,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
